,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
4548,orig_lobbyregister_2022-02-23_#0004549,lobbyregister_membership,lobbyregister,2022-02-23,Deutscher Beamtenwirtschaftsring DBW e. V.,Deutscher Beamtenwirtschaftsring DBW e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007219,
4549,orig_lobbyregister_2022-04-25_#0004550,lobbyregister_membership,lobbyregister,2022-04-25,Deutscher Behindertenrat,Deutscher Behindertenrat,norm_lobbyregister_eintrag_2022-09-19_#0007220,
4550,orig_lobbyregister_2022-07-20_#0004551,lobbyregister_membership,lobbyregister,2022-07-20,Deutscher Behindertenrat (DBR),Deutscher Behindertenrat (DBR),norm_lobbyregister_eintrag_2022-09-19_#0007221,
4551,orig_lobbyregister_2022-05-09_#0004552,lobbyregister_membership,lobbyregister,2022-05-09,Deutscher Behindertensportverband e.V. (DBS),Deutscher Behindertensportverband e.V. (DBS),norm_a_watch_organisation_2022-09-19_#0007223,
4552,orig_lobbyregister_2022-02-11_#0004553,lobbyregister_membership,lobbyregister,2022-02-11,Deutscher Berufsverband der Hals-,Deutscher Berufsverband der Hals-,norm_lobbyregister_eintrag_2022-09-19_#0007224,
4553,orig_lobbyregister_2022-03-26_#0004554,lobbyregister_membership,lobbyregister,2022-03-26,Deutscher Berufsverband der Hals-Nasen-Ohrenärzte e. V.,Deutscher Berufsverband der Hals-Nasen-Ohrenärzte e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007226,
4554,orig_lobbyregister_2022-02-15_#0004555,lobbyregister_membership,lobbyregister,2022-02-15,Deutscher Berufsverband der HNO-Ärzte e. V.,Deutscher Berufsverband der HNO-Ärzte e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007227,
4555,orig_lobbyregister_2022-04-06_#0004556,lobbyregister_membership,lobbyregister,2022-04-06,Deutscher Berufsverband für Soziale Arbeit (DBSH),Deutscher Berufsverband für Soziale Arbeit (DBSH),norm_lobbyregister_eintrag_2022-09-19_#0007230,
4556,orig_lobbyregister_2022-08-24_#0004557,lobbyregister_membership,lobbyregister,2022-08-24,Deutscher Beton- und Bautechnikverein,Deutscher Beton- und Bautechnikverein,norm_lobbyregister_eintrag_2022-09-19_#0007231,
4557,orig_lobbyregister_2022-05-17_#0004558,lobbyregister_membership,lobbyregister,2022-05-17,Deutscher Beton- und Bautechnik-Verein,Deutscher Beton- und Bautechnik-Verein,norm_lobbyregister_eintrag_2022-09-19_#0007232,
4558,orig_lobbyregister_2022-03-31_#0004559,lobbyregister_membership,lobbyregister,2022-03-31,Deutscher Beton-und Bautechnik Verein E.V.,Deutscher Beton-und Bautechnik Verein E.V.,norm_lobbyregister_eintrag_2022-09-19_#0007233,
4559,orig_lobbyregister_2022-08-16_#0004560,lobbyregister_membership,lobbyregister,2022-08-16,Deutscher Beton- und Bautechnik Verein e.V.,Deutscher Beton- und Bautechnik Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007234,
4560,orig_lobbyregister_2022-07-25_#0004561,lobbyregister_membership,lobbyregister,2022-07-25,Deutscher Beton- und Bautechnik-Verein e.V.,Deutscher Beton- und Bautechnik-Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007236,
4561,orig_lobbyregister_2022-02-24_#0004562,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Beton- und Bautechnik-Verein e. V. (DBV),Deutscher Beton- und Bautechnik-Verein e. V. (DBV),norm_lobbyregister_eintrag_2022-09-19_#0007237,
4562,orig_lobbyregister_2022-03-07_#0004563,lobbyregister_membership,lobbyregister,2022-03-07,Deutscher Bibliotheksverband,Deutscher Bibliotheksverband,norm_lobbyregister_eintrag_2022-09-19_#0007239,
4563,orig_lobbyregister_2022-02-28_#0004564,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Blinden- und Sehbehindertenverband e.V.,Deutscher Blinden- und Sehbehindertenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007241,
4564,orig_lobbyregister_2022-06-07_#0004565,lobbyregister_membership,lobbyregister,2022-06-07,Deutscher Boots- und Schiffbauer-Verband (DBSV),Deutscher Boots- und Schiffbauer-Verband (DBSV),norm_lobbyregister_eintrag_2022-09-19_#0007243,
4565,orig_lobbyregister_2022-04-04_#0004566,lobbyregister_membership,lobbyregister,2022-04-04,Deutscher Brauerbund e.V.,Deutscher Brauerbund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007245,
4566,orig_lobbyregister_2022-04-19_#0004567,lobbyregister_membership,lobbyregister,2022-04-19,Deutscher Brauer Bund e.V.,Deutscher Brauer Bund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007246,
4567,orig_lobbyregister_2022-08-08_#0004568,lobbyregister_membership,lobbyregister,2022-08-08,Deutscher Brauer-Bund e.V.,Deutscher Brauer-Bund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007247,
4568,orig_lobbyregister_2022-09-05_#0004569,lobbyregister_membership,lobbyregister,2022-09-05,Deutscher Braunkohlen-Industrie-Verein e.V.,Deutscher Braunkohlen-Industrie-Verein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007248,
4569,orig_lobbyregister_2022-03-01_#0004570,lobbyregister_membership,lobbyregister,2022-03-01,Deutscher Brau- und Malzmeisterbund e.V.,Deutscher Brau- und Malzmeisterbund e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007249,
4570,orig_lobbyregister_2022-03-24_#0004571,lobbyregister_membership,lobbyregister,2022-03-24,Deutscher Brownfield Verband e.V,Deutscher Brownfield Verband e.V,norm_lobbyregister_eintrag_2022-09-19_#0007250,
4571,orig_lobbyregister_2022-03-02_#0004572,lobbyregister_membership,lobbyregister,2022-03-02,Deutscher Brownfield Verband e.V.,Deutscher Brownfield Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007251,
4572,orig_lobbyregister_2022-01-28_#0004573,lobbyregister_membership,lobbyregister,2022-01-28,Deutscher Bühnenverein - Bundesverband der Theater und Orchester,Deutscher Bühnenverein - Bundesverband der Theater und Orchester,norm_lobbyregister_eintrag_2022-09-19_#0007253,
4573,orig_lobbyregister_2022-07-01_#0004574,lobbyregister_membership,lobbyregister,2022-07-01,Deutscher Bundesjugendring,Deutscher Bundesjugendring,norm_lobbyregister_eintrag_2022-09-19_#0007255,
4574,orig_lobbyregister_2022-02-28_#0004575,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Bundesjugendring (DBJR),Deutscher Bundesjugendring (DBJR),norm_lobbyregister_eintrag_2022-09-19_#0007256,
4575,orig_lobbyregister_2022-02-24_#0004576,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Bundesjugendring - DBJR,Deutscher Bundesjugendring - DBJR,norm_lobbyregister_eintrag_2022-09-19_#0007258,
4576,orig_lobbyregister_2022-06-13_#0004577,lobbyregister_membership,lobbyregister,2022-06-13,Deutscher Bundesjugendring e.V.,Deutscher Bundesjugendring e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007259,
4577,orig_lobbyregister_2022-03-09_#0004578,lobbyregister_membership,lobbyregister,2022-03-09,Deutscher Bundesjugendring e.V. (DBJR),Deutscher Bundesjugendring e.V. (DBJR),norm_lobbyregister_eintrag_2022-09-19_#0007260,
4578,orig_lobbyregister_2022-03-14_#0004579,lobbyregister_membership,lobbyregister,2022-03-14,Deutscher Bundesjugendring e. V. (DBJR),Deutscher Bundesjugendring e. V. (DBJR),norm_lobbyregister_eintrag_2022-09-19_#0007261,
4579,orig_lobbyregister_2022-08-11_#0004580,lobbyregister_membership,lobbyregister,2022-08-11,Deutscher Bundesjugenring (DBJR),Deutscher Bundesjugenring (DBJR),norm_lobbyregister_eintrag_2022-09-19_#0007262,
4580,orig_lobbyregister_2022-08-02_#0004581,lobbyregister_membership,lobbyregister,2022-08-02,Deutscher Bundesverband für Logopäden,Deutscher Bundesverband für Logopäden,norm_lobbyregister_eintrag_2022-09-19_#0007267,
4581,orig_lobbyregister_2022-07-11_#0004582,lobbyregister_membership,lobbyregister,2022-07-11,Deutscher Bundeswehrverband,Deutscher Bundeswehrverband,norm_lobbyregister_eintrag_2022-09-19_#0007270,
4582,orig_lobbyregister_2022-02-21_#0004583,lobbyregister_membership,lobbyregister,2022-02-21,Deutscher BundeswehrVerband e.V.,Deutscher BundeswehrVerband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007271,
4583,orig_lobbyregister_2022-04-14_#0004584,lobbyregister_membership,lobbyregister,2022-04-14,Deutscher Caravaning Handels-Verband e.V.,Deutscher Caravaning Handels-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007272,
4584,orig_lobbyregister_2022-07-18_#0004585,lobbyregister_membership,lobbyregister,2022-07-18,Deutscher Caritasverband e.V.,Deutscher Caritasverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007274,
4585,orig_lobbyregister_2022-02-24_#0004586,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Caritas Verband e.V.,Deutscher Caritas Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007276,
4586,orig_lobbyregister_2022-06-30_#0004587,lobbyregister_membership,lobbyregister,2022-06-30,Deutscher Contact Point für Integrated Research on Disaster Risk (IRDR),Deutscher Contact Point für Integrated Research on Disaster Risk (IRDR),norm_lobbyregister_eintrag_2022-09-19_#0007278,
4587,orig_lobbyregister_2022-02-28_#0004588,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Dachverband für Geoinformation e.V. (DDGI),Deutscher Dachverband für Geoinformation e.V. (DDGI),norm_lobbyregister_eintrag_2022-09-19_#0007280,
4588,orig_lobbyregister_2022-04-20_#0004589,lobbyregister_membership,lobbyregister,2022-04-20,Deutscher Dachverband für Geoinformation e. V. (DDGI),Deutscher Dachverband für Geoinformation e. V. (DDGI),norm_lobbyregister_eintrag_2022-09-19_#0007281,
4589,orig_lobbyregister_2022-03-04_#0004590,lobbyregister_membership,lobbyregister,2022-03-04,Deutscher Derivate Verband,Deutscher Derivate Verband,norm_lobbyregister_eintrag_2022-09-19_#0007283,
4590,orig_lobbyregister_2022-02-28_#0004591,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Derivate Verband (DDV),Deutscher Derivate Verband (DDV),norm_lobbyregister_eintrag_2022-09-19_#0007284,
4591,orig_lobbyregister_2022-09-05_#0004592,lobbyregister_membership,lobbyregister,2022-09-05,Deutscher Derivateverband e.V.,Deutscher Derivateverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007285,
4592,orig_lobbyregister_2022-08-02_#0004593,lobbyregister_membership,lobbyregister,2022-08-02,Deutscher Derivate Verband e.V.,Deutscher Derivate Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007286,
4593,orig_lobbyregister_2022-04-19_#0004594,lobbyregister_membership,lobbyregister,2022-04-19,Deutscher Derivate Verband e.V. (DDV),Deutscher Derivate Verband e.V. (DDV),norm_lobbyregister_eintrag_2022-09-19_#0007287,
4594,orig_lobbyregister_2022-03-02_#0004595,lobbyregister_membership,lobbyregister,2022-03-02,Deutscher Designtag e.V.,Deutscher Designtag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007288,
4595,orig_lobbyregister_2022-06-27_#0004596,lobbyregister_membership,lobbyregister,2022-06-27,Deutscher Dialogmarketing Verband (DDV): https://www.ddv.de/,Deutscher Dialogmarketing Verband (DDV): https://www.ddv.de/,norm_lobbyregister_eintrag_2022-09-19_#0007290,
4596,orig_lobbyregister_2022-03-03_#0004597,lobbyregister_membership,lobbyregister,2022-03-03,Deutscher Dialogmarketing Verband e.V.,Deutscher Dialogmarketing Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007291,
4597,orig_lobbyregister_2022-07-04_#0004598,lobbyregister_membership,lobbyregister,2022-07-04,Deutscher Dialogmarketing Verband e.V. (DDV),DDV Deutscher Dialogmarketing Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0006397,
4598,orig_lobbyregister_2022-08-30_#0004599,lobbyregister_membership,lobbyregister,2022-08-30,Deutsche Rechnungslegungs Standards Committee,Deutsche Rechnungslegungs Standards Committee,norm_lobbyregister_eintrag_2022-09-19_#0007292,
4599,orig_lobbyregister_2022-05-02_#0004600,lobbyregister_membership,lobbyregister,2022-05-02,Deutscher EDV-Gerichtstag,Deutscher EDV-Gerichtstag,norm_lobbyregister_eintrag_2022-09-19_#0007293,
4600,orig_lobbyregister_2022-06-10_#0004601,lobbyregister_membership,lobbyregister,2022-06-10,Deutsche Reiseverband e.V. (DRV),Deutsche Reiseverband e.V. (DRV),norm_lobbyregister_eintrag_2022-09-19_#0007294,
4601,orig_lobbyregister_2022-02-28_#0004602,lobbyregister_membership,lobbyregister,2022-02-28,Deutsche Reiterliche Vereinigung e.V. (FN),Deutsche Reiterliche Vereinigung e.V. (FN),norm_lobbyregister_eintrag_2022-09-19_#0007295,
4602,orig_lobbyregister_2022-03-01_#0004603,lobbyregister_membership,lobbyregister,2022-03-01,Deutscher Energieholz- und Pelletverband e.V.,Deutscher Energieholz- und Pelletverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007297,
4603,orig_lobbyregister_2022-05-31_#0004604,lobbyregister_membership,lobbyregister,2022-05-31,Deutscher Energieholz- und Pellet-Verband e.V.,Deutscher Energieholz- und Pellet-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007298,
4604,orig_lobbyregister_2022-02-25_#0004605,lobbyregister_membership,lobbyregister,2022-02-25,Deutscher Energieholz- und Pellet-Verband e. V.,Deutscher Energieholz- und Pellet-Verband e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007299,
4605,orig_lobbyregister_2022-09-09_#0004606,lobbyregister_membership,lobbyregister,2022-09-09,Deutsche Renten Information e.V.: Beirat,Deutsche Renten Information e.V.: Beirat,norm_lobbyregister_eintrag_2022-09-19_#0007300,
4606,orig_lobbyregister_2022-03-18_#0004607,lobbyregister_membership,lobbyregister,2022-03-18,Deutscher Erbbaurechtsverband e.V.,Deutscher Erbbaurechtsverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007311,
4607,orig_lobbyregister_2022-09-05_#0004608,lobbyregister_membership,lobbyregister,2022-09-05,Deutscher Evangelischer Verband für Altenarbeit und Pflege e.V.,Deutscher Evangelischer Verband für Altenarbeit und Pflege e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007314,
4608,orig_lobbyregister_2022-07-14_#0004609,lobbyregister_membership,lobbyregister,2022-07-14,Deutscher Fachjournalisten-Verband,Deutscher Fachjournalisten-Verband,norm_lobbyregister_eintrag_2022-09-19_#0007316,
4609,orig_lobbyregister_2022-06-22_#0004610,lobbyregister_membership,lobbyregister,2022-06-22,Deutscher Fachjournalisten-Verband AG,Deutscher Fachjournalisten-Verband AG,norm_lobbyregister_eintrag_2022-09-19_#0007317,
4610,orig_lobbyregister_2022-06-09_#0004611,lobbyregister_membership,lobbyregister,2022-06-09,Deutscher Fachjournalisten Verband DFJV https://www.dfjv.de/,Deutscher Fachjournalisten Verband DFJV https://www.dfjv.de/,norm_lobbyregister_eintrag_2022-09-19_#0007318,
4611,orig_lobbyregister_2022-01-05_#0004612,lobbyregister_membership,lobbyregister,2022-01-05,Deutscher Fachverband für Agroforstwirtschaft (DeFAF) e.V.,Deutscher Fachverband für Agroforstwirtschaft (DeFAF) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007319,
4612,orig_lobbyregister_2022-09-13_#0004613,lobbyregister_membership,lobbyregister,2022-09-13,Deutscher Fachverband für Agroforstwirtschaft e. V.,Deutscher Fachverband für Agroforstwirtschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007320,
4613,orig_lobbyregister_2022-09-16_#0004614,lobbyregister_membership,lobbyregister,2022-09-16,Deutscher Factoring-Verband e.V.,Deutscher Factoring-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007321,
4614,orig_lobbyregister_2022-09-02_#0004615,lobbyregister_membership,lobbyregister,2022-09-02,Deutscher Fährverband.e.V.,Deutscher Fährverband.e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007322,
4615,orig_lobbyregister_2022-05-02_#0004616,lobbyregister_membership,lobbyregister,2022-05-02,Deutscher Familiengerichtstag,Deutscher Familiengerichtstag,norm_lobbyregister_eintrag_2022-09-19_#0007323,
4616,orig_lobbyregister_2022-03-03_#0004617,lobbyregister_membership,lobbyregister,2022-03-03,Deutscher Familiengerichtstag e.V.,Deutscher Familiengerichtstag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007324,
4617,orig_lobbyregister_2022-02-25_#0004618,lobbyregister_membership,lobbyregister,2022-02-25,Deutscher Ferienhausverband (DFV) e.V.,Deutscher Ferienhausverband (DFV) e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007326,
4618,orig_lobbyregister_2022-03-16_#0004619,lobbyregister_membership,lobbyregister,2022-03-16,Deutscher Ferienhausverband e.V.,Deutscher Ferienhausverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007327,
4619,orig_lobbyregister_2022-07-25_#0004620,lobbyregister_membership,lobbyregister,2022-07-25,Deutscher Feuerwehrverband,Deutscher Feuerwehrverband,norm_lobbyregister_eintrag_2022-09-19_#0007328,
4620,orig_lobbyregister_2022-09-09_#0004621,lobbyregister_membership,lobbyregister,2022-09-09,Deutscher Feuerwehrverband - DFV,Deutscher Feuerwehrverband - DFV,norm_lobbyregister_eintrag_2022-09-19_#0007329,
4621,orig_lobbyregister_2022-07-27_#0004622,lobbyregister_membership,lobbyregister,2022-07-27,Deutscher Feuerwehrverband e.V.,Deutscher Feuerwehrverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007330,
4622,orig_lobbyregister_2022-02-10_#0004623,lobbyregister_membership,lobbyregister,2022-02-10,Deutscher Feuerwehrwehrverband (DFV),Deutscher Feuerwehrwehrverband (DFV),norm_lobbyregister_eintrag_2022-09-19_#0007332,
4623,orig_lobbyregister_2022-05-02_#0004624,lobbyregister_membership,lobbyregister,2022-05-02,Deutscher Finanzgerichtstag,Deutscher Finanzgerichtstag,norm_lobbyregister_eintrag_2022-09-19_#0007333,
4624,orig_lobbyregister_2022-06-27_#0004625,lobbyregister_membership,lobbyregister,2022-06-27,Deutscher Finanzgerichtstag e.V.,Deutscher Finanzgerichtstag e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007334,
4625,orig_lobbyregister_2022-05-19_#0004626,lobbyregister_membership,lobbyregister,2022-05-19,Deutscher Finanzgerichtstag e. V.,Deutscher Finanzgerichtstag e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007335,
4626,orig_lobbyregister_2022-03-24_#0004627,lobbyregister_membership,lobbyregister,2022-03-24,Deutscher Fischereiverband,Deutscher Fischereiverband,norm_lobbyregister_eintrag_2022-09-19_#0007336,
4627,orig_lobbyregister_2022-02-14_#0004628,lobbyregister_membership,lobbyregister,2022-02-14,Deutscher Fischerei-Verband e.V.,Deutscher Fischerei-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007337,
4628,orig_lobbyregister_2022-02-17_#0004629,lobbyregister_membership,lobbyregister,2022-02-17,Deutscher Fleischer-Verband,Deutscher Fleischer-Verband,norm_lobbyregister_eintrag_2022-09-19_#0007339,
4629,orig_lobbyregister_2022-02-28_#0004630,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Fondserband (BVI),Deutscher Fondserband (BVI),norm_lobbyregister_eintrag_2022-09-19_#0007341,
4630,orig_lobbyregister_2022-04-14_#0004631,lobbyregister_membership,lobbyregister,2022-04-14,Deutscher Forstverein,Deutscher Forstverein,norm_lobbyregister_eintrag_2022-09-19_#0007342,
4631,orig_lobbyregister_2022-03-09_#0004632,lobbyregister_membership,lobbyregister,2022-03-09,Deutscher Forstwirtschaftsrat DFWR,Deutscher Forstwirtschaftsrat DFWR,norm_lobbyregister_eintrag_2022-09-19_#0007343,
4632,orig_lobbyregister_2022-03-31_#0004633,lobbyregister_membership,lobbyregister,2022-03-31,Deutscher Forstwirtschaftsrat e.V.,Deutscher Forstwirtschaftsrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007344,
4633,orig_lobbyregister_2022-07-05_#0004634,lobbyregister_membership,lobbyregister,2022-07-05,Deutscher Forstwirtschaftsrat e. V.,Deutscher Forstwirtschaftsrat e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007345,
4634,orig_lobbyregister_2022-03-21_#0004635,lobbyregister_membership,lobbyregister,2022-03-21,Deutscher Fotorat,Deutscher Fotorat,norm_lobbyregister_eintrag_2022-09-19_#0007347,
4635,orig_lobbyregister_2022-06-07_#0004636,lobbyregister_membership,lobbyregister,2022-06-07,Deutscher Franchiseverband,Deutscher Franchiseverband,norm_lobbyregister_eintrag_2022-09-19_#0007348,
4636,orig_lobbyregister_2022-02-28_#0004637,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Franchiseverband e.V.,Deutscher Franchiseverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007349,
4637,orig_lobbyregister_2022-08-04_#0004638,lobbyregister_membership,lobbyregister,2022-08-04,Deutscher Franchise-Verband e. V. (DFV),Deutscher Franchise-Verband e. V. (DFV),norm_lobbyregister_eintrag_2022-09-19_#0007350,
4638,orig_lobbyregister_2022-05-23_#0004639,lobbyregister_membership,lobbyregister,2022-05-23,Deutscher Frauenrat,Deutscher Frauenrat,norm_lobbyregister_eintrag_2022-09-19_#0007351,
4639,orig_lobbyregister_2022-06-23_#0004640,lobbyregister_membership,lobbyregister,2022-06-23,Deutscher Frauenrat e.V.,Deutscher Frauenrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007352,
4640,orig_lobbyregister_2022-08-19_#0004641,lobbyregister_membership,lobbyregister,2022-08-19,Deutscher Frauenrat e. V.,Deutscher Frauenrat e. V.,norm_lobbyregister_eintrag_2022-09-19_#0007353,
4641,orig_lobbyregister_2022-07-06_#0004642,lobbyregister_membership,lobbyregister,2022-07-06,Deutscher Frauenrat e.V. - CEDAW Alliance,Deutscher Frauenrat e.V. - CEDAW Alliance,norm_lobbyregister_eintrag_2022-09-19_#0007354,
4642,orig_lobbyregister_2022-02-24_#0004643,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Frauenrat - Lobby der Frau,Deutscher Frauenrat - Lobby der Frau,norm_lobbyregister_eintrag_2022-09-19_#0007355,
4643,orig_lobbyregister_2022-06-27_#0004644,lobbyregister_membership,lobbyregister,2022-06-27,Deutscher Frauenrat - Lobby der Frauen in Deutschland e.V.,Deutscher Frauenrat - Lobby der Frauen in Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007356,
4644,orig_lobbyregister_2022-06-29_#0004645,lobbyregister_membership,lobbyregister,2022-06-29,Deutscher Frauenring e.V.,Deutscher Frauenring e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007357,
4645,orig_lobbyregister_2022-04-07_#0004646,lobbyregister_membership,lobbyregister,2022-04-07,Deutscher Fruchthandelsverband e.V.,Deutscher Fruchthandelsverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007358,
4646,orig_lobbyregister_2022-02-28_#0004647,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Fundrainsing Verband e.V.,Deutscher Fundrainsing Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007360,
4647,orig_lobbyregister_2022-07-20_#0004648,lobbyregister_membership,lobbyregister,2022-07-20,Deutscher Fundraisingverband,Deutscher Fundraisingverband,norm_lobbyregister_eintrag_2022-09-19_#0007361,
4648,orig_lobbyregister_2022-07-05_#0004649,lobbyregister_membership,lobbyregister,2022-07-05,Deutscher Fundraising Verband,Deutscher Fundraising Verband,norm_lobbyregister_eintrag_2022-09-19_#0007362,
4649,orig_lobbyregister_2022-06-28_#0004650,lobbyregister_membership,lobbyregister,2022-06-28,Deutscher Fundraisingverband (DFRV),Deutscher Fundraisingverband (DFRV),norm_lobbyregister_eintrag_2022-09-19_#0007363,
4650,orig_lobbyregister_2022-02-15_#0004651,lobbyregister_membership,lobbyregister,2022-02-15,Deutscher Fundraising Verband (DFRV),Deutscher Fundraising Verband (DFRV),norm_lobbyregister_eintrag_2022-09-19_#0007364,
4651,orig_lobbyregister_2022-02-28_#0004652,lobbyregister_membership,lobbyregister,2022-02-28,Deutscher Fundraisingverband e.V.,Deutscher Fundraisingverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007365,
4652,orig_lobbyregister_2022-07-18_#0004653,lobbyregister_membership,lobbyregister,2022-07-18,Deutscher Fundraising Verband e.V.,Deutscher Fundraising Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007366,
4653,orig_lobbyregister_2022-06-22_#0004654,lobbyregister_membership,lobbyregister,2022-06-22,Deutscher Fundraisingverband e.V. - www.dfrv.de,Deutscher Fundraisingverband e.V. - www.dfrv.de,norm_lobbyregister_eintrag_2022-09-19_#0007367,
4654,orig_lobbyregister_2022-06-20_#0004655,lobbyregister_membership,lobbyregister,2022-06-20,Deutscher Genossenschafts- und Raiffeisenverband (DGRV),Deutscher Genossenschafts- und Raiffeisenverband (DGRV),norm_lobbyregister_eintrag_2022-09-19_#0007373,
4655,orig_lobbyregister_2022-08-01_#0004656,lobbyregister_membership,lobbyregister,2022-08-01,Deutscher Genossenschafts- und Raiffeisenverband DGRV,Deutscher Genossenschafts- und Raiffeisenverband DGRV,norm_lobbyregister_eintrag_2022-09-19_#0007374,
4656,orig_lobbyregister_2022-02-24_#0004657,lobbyregister_membership,lobbyregister,2022-02-24,Deutscher Genossenschafts- und Raiffeisenverband DGRV e.V.,DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008357,
4657,orig_lobbyregister_2022-07-19_#0004658,lobbyregister_membership,lobbyregister,2022-07-19,Deutscher Genossenschafts- und Raiffeisenverband e.V.,Deutscher Genossenschafts- und Raiffeisenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007375,
4658,orig_lobbyregister_2022-03-03_#0004659,lobbyregister_membership,lobbyregister,2022-03-03,Deutscher Genossenschafts- und Raiffeisenverband e.V. (DGRV),DGRV - Deutscher Genossenschafts- und Raiffeisenverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0008357,
4659,orig_lobbyregister_2022-06-29_#0004660,lobbyregister_membership,lobbyregister,2022-06-29,Deutscher Gesellschaft f. Verbandsmanagement,Deutscher Gesellschaft f. Verbandsmanagement,norm_lobbyregister_eintrag_2022-09-19_#0007377,
4660,orig_lobbyregister_2022-07-22_#0004661,lobbyregister_membership,lobbyregister,2022-07-22,Deutscher Grosshandelsverband Haustechnik (DGH),Deutscher Grosshandelsverband Haustechnik (DGH),norm_lobbyregister_eintrag_2022-09-19_#0007382,
4661,orig_lobbyregister_2022-09-13_#0004662,lobbyregister_membership,lobbyregister,2022-09-13,Deutscher Hauswirtschaftsrat,Deutscher Hauswirtschaftsrat,norm_lobbyregister_eintrag_2022-09-19_#0007390,
4662,orig_lobbyregister_2022-02-26_#0004663,lobbyregister_membership,lobbyregister,2022-02-26,Deutscher Hauswirtschaftsrat e.V.,Deutscher Hauswirtschaftsrat e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007391,
4663,orig_lobbyregister_2022-05-24_#0004664,lobbyregister_membership,lobbyregister,2022-05-24,Deutscher Heilbäderverband e.V.,Deutscher Heilbäderverband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0007394,
4664,orig_lobbyregister_2022-02-25_#0004665,lobbyregister_membership,lobbyregister,2022-02-25,Deutscher Hochschulverband,Deutscher Hochschulverband,norm_lobbyregister_eintrag_2022-09-19_#0007396,
